indicator,indicatorKey,bucket,bucketRange,horizon,occurrences,valueMin,valueMedian,valueMax,avgReturnPct,medianReturnPct,upRatePct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,avgExcursionPct,lastSeen
21日ATR率,atr21Pct,极低,0-10%,1,15,2.5994,2.6716,2.7307,-0.9113,-1.4398,26.67,1.6284,0.9489,-1.8176,2.7664,2026-05-08
21日ATR率,atr21Pct,偏低,10-30%,1,29,2.7313,2.8174,2.9311,-0.1825,0.1495,51.72,1.221,1.1668,-1.4452,2.612,2026-01-09
21日ATR率,atr21Pct,中性,30-70%,1,59,2.9336,3.6066,4.3392,-0.1076,0.0612,50.85,1.8937,1.7038,-1.9237,3.6275,2026-03-28
21日ATR率,atr21Pct,偏高,70-90%,1,30,4.3731,4.6471,4.9179,0.5214,0.4042,53.33,2.1731,2.1933,-2.221,4.4143,2026-02-19
21日ATR率,atr21Pct,极高,90-100%,1,15,4.9572,5.2195,5.4635,-0.3613,-0.2123,40,1.5657,2.2749,-2.1361,4.411,2026-02-11
21日ATR率,atr21Pct,极低,0-10%,3,15,2.5994,2.6716,2.7307,-2.1516,-1.6685,13.33,2.4704,1.2668,-3.7385,5.0053,2026-05-08
21日ATR率,atr21Pct,偏低,10-30%,3,27,2.7313,2.8174,2.9311,-0.9025,-1.3666,33.33,2.5617,2.0177,-2.9529,4.9705,2026-01-09
21日ATR率,atr21Pct,中性,30-70%,3,59,2.9336,3.6066,4.3392,-0.2486,0.0025,50.85,3.2987,2.9952,-3.5548,6.55,2026-03-28
21日ATR率,atr21Pct,偏高,70-90%,3,30,4.3731,4.6471,4.9179,1.3508,1.3901,66.67,2.7473,4.513,-3.3467,7.8597,2026-02-19
21日ATR率,atr21Pct,极高,90-100%,3,15,4.9572,5.2195,5.4635,-1.3335,-1.663,40,2.8022,2.9193,-4.0835,7.0028,2026-02-11
21日ATR率,atr21Pct,极低,0-10%,5,13,2.5994,2.6716,2.7307,-3.5061,-3.424,7.69,3.6509,1.4511,-5.0225,6.4736,2026-05-08
21日ATR率,atr21Pct,偏低,10-30%,5,27,2.7313,2.8174,2.9311,-2.1943,-1.6456,22.22,3.4952,2.373,-4.5929,6.9659,2026-01-09
21日ATR率,atr21Pct,中性,30-70%,5,59,2.9336,3.6066,4.3392,-0.069,0.8928,62.71,4.0101,3.9113,-4.5118,8.4231,2026-03-28
21日ATR率,atr21Pct,偏高,70-90%,5,30,4.3731,4.6471,4.9179,1.3756,0.3516,53.33,2.8308,5.9065,-4.0835,9.9901,2026-02-19
21日ATR率,atr21Pct,极高,90-100%,5,15,4.9572,5.2195,5.4635,-1.3719,-1.4369,40,2.2816,3.0741,-5.1201,8.1942,2026-02-11
21日ATR率,atr21Pct,极低,0-10%,10,9,2.5994,2.6716,2.7307,-6.0667,-5.1369,0,6.0667,1.338,-7.6087,8.9467,2026-05-08
21日ATR率,atr21Pct,偏低,10-30%,10,26,2.7313,2.8178,2.9311,-7.2756,-4.5646,7.69,7.3555,2.544,-9.933,12.477,2026-01-09
21日ATR率,atr21Pct,中性,30-70%,10,59,2.9336,3.6066,4.3392,0.9627,3.4361,69.49,6.0169,5.7032,-5.703,11.4062,2026-03-28
21日ATR率,atr21Pct,偏高,70-90%,10,30,4.3731,4.6471,4.9179,2.4161,1.7365,63.33,3.9023,7.9432,-4.7639,12.7071,2026-02-19
21日ATR率,atr21Pct,极高,90-100%,10,15,4.9572,5.2195,5.4635,-2.4474,-2.4517,20,3.072,3.8258,-6.8991,10.7249,2026-02-11
233MA乖离率,maDeviationRate,极低,0-10%,1,15,-36.6813,-34.2241,-33.2691,1.0561,1.5121,73.33,1.9401,2.6168,-2.3714,4.9882,2026-02-12
233MA乖离率,maDeviationRate,偏低,10-30%,1,30,-33.2441,-30.5261,-27.5882,-0.1969,-0.2429,40,2.1795,2.0845,-2.3091,4.3936,2026-04-03
233MA乖离率,maDeviationRate,中性,30-70%,1,59,-27.4995,-19.1089,-13.9182,-0.213,-0.1807,47.46,1.8515,1.6828,-1.9628,3.6457,2026-04-29
233MA乖离率,maDeviationRate,偏高,70-90%,1,29,-13.6547,-11.3248,-9.475,-0.2308,-0.2595,44.83,1.2606,1.0513,-1.3589,2.4102,2026-05-15
233MA乖离率,maDeviationRate,极高,90-100%,1,15,-9.2633,-8.5009,-6.2681,-0.3839,-0.0148,46.67,1.3307,1.1304,-1.4188,2.5492,2026-05-13
233MA乖离率,maDeviationRate,极低,0-10%,3,15,-36.6813,-34.2241,-33.2691,1.8134,1.942,80,2.6406,4.8078,-3.0998,7.9075,2026-02-12
233MA乖离率,maDeviationRate,偏低,10-30%,3,30,-33.2441,-30.5261,-27.5882,0.0334,0.3347,53.33,2.9313,3.4451,-4.0753,7.5203,2026-04-03
233MA乖离率,maDeviationRate,中性,30-70%,3,59,-27.4995,-19.1089,-13.9182,-0.5587,-0.4287,47.46,3.459,3.0474,-3.7917,6.8391,2026-04-29
233MA乖离率,maDeviationRate,偏高,70-90%,3,27,-13.6547,-11.2955,-9.475,-0.8907,-1.6008,33.33,2.396,1.8267,-2.8244,4.651,2026-05-15
233MA乖离率,maDeviationRate,极高,90-100%,3,15,-9.2633,-8.5009,-6.2681,-1.4651,-1.4372,13.33,1.9318,1.6527,-2.5647,4.2174,2026-05-13
233MA乖离率,maDeviationRate,极低,0-10%,5,15,-36.6813,-34.2241,-33.2691,1.1343,0.3676,53.33,3.2188,5.7231,-4.2614,9.9845,2026-02-12
233MA乖离率,maDeviationRate,偏低,10-30%,5,30,-33.2441,-30.5261,-27.5882,0.8015,0.4816,56.67,2.7144,4.7589,-4.4266,9.1855,2026-04-03
233MA乖离率,maDeviationRate,中性,30-70%,5,59,-27.4995,-19.1089,-13.9182,-0.9661,0.3611,52.54,4.4446,3.8457,-5.2558,9.1015,2026-04-29
233MA乖离率,maDeviationRate,偏高,70-90%,5,25,-13.6547,-11.3248,-9.475,-1.4734,-1.5879,28,2.6408,2.1869,-3.6784,5.8653,2026-05-15
233MA乖离率,maDeviationRate,极高,90-100%,5,15,-9.2633,-8.5009,-6.2681,-2.362,-2.774,20,2.6407,1.7884,-3.7358,5.5242,2026-05-13
233MA乖离率,maDeviationRate,极低,0-10%,10,15,-36.6813,-34.2241,-33.2691,1.6512,0.8293,60,3.6406,7.2339,-5.4256,12.6595,2026-02-12
233MA乖离率,maDeviationRate,偏低,10-30%,10,30,-33.2441,-30.5261,-27.5882,2.1467,1.255,63.33,4.5851,7.0682,-5.0283,12.0965,2026-04-03
233MA乖离率,maDeviationRate,中性,30-70%,10,59,-27.4995,-19.1089,-13.9182,-2.4969,-0.9113,45.76,7.269,5.1055,-8.2429,13.3483,2026-04-29
233MA乖离率,maDeviationRate,偏高,70-90%,10,21,-13.6547,-11.5321,-9.475,-1.5584,-2.2065,42.86,3.7859,2.9697,-5.1706,8.1403,2026-05-15
233MA乖离率,maDeviationRate,极高,90-100%,10,14,-9.2633,-8.2081,-6.2681,-4.309,-4.5238,7.14,4.5324,1.8724,-5.8911,7.7634,2026-05-13
233MA乖离ATR,maDeviationAtr,极低,0-10%,1,15,-12.0767,-10.5937,-9.9448,0.6491,1.5121,53.33,2.3399,2.3208,-2.7988,5.1196,2026-03-28
233MA乖离ATR,maDeviationAtr,偏低,10-30%,1,30,-9.9173,-9.2612,-8.6734,0.2654,0.5728,53.33,2.1549,2.394,-1.9283,4.3223,2026-03-19
233MA乖离ATR,maDeviationAtr,中性,30-70%,1,59,-8.659,-7.3703,-5.3559,-0.1734,0.1379,50.85,1.8167,1.6993,-1.9821,3.6814,2026-01-12
233MA乖离ATR,maDeviationAtr,偏高,70-90%,1,29,-5.3554,-4.562,-3.9681,-0.4636,-0.4143,37.93,1.2483,0.9431,-1.4728,2.4159,2026-05-12
233MA乖离ATR,maDeviationAtr,极高,90-100%,1,15,-3.8275,-3.4397,-2.6403,-0.6072,-0.2512,40,1.1408,0.9517,-1.4571,2.4088,2026-05-13
233MA乖离ATR,maDeviationAtr,极低,0-10%,3,15,-12.0767,-10.5937,-9.9448,1.8919,2.6189,66.67,3.845,4.7215,-4.3526,9.0741,2026-03-28
233MA乖离ATR,maDeviationAtr,偏低,10-30%,3,30,-9.9173,-9.2612,-8.6734,0.8661,0.912,66.67,2.4568,3.7949,-3.03,6.8249,2026-03-19
233MA乖离ATR,maDeviationAtr,中性,30-70%,3,58,-8.659,-7.4141,-5.3559,-0.8422,-0.3132,48.28,3.5077,3.0858,-3.9071,6.993,2026-01-12
233MA乖离ATR,maDeviationAtr,偏高,70-90%,3,28,-5.3554,-4.5599,-3.9681,-1.1752,-1.4837,25,2.1457,1.5901,-3.0233,4.6135,2026-05-12
233MA乖离ATR,maDeviationAtr,极高,90-100%,3,15,-3.8275,-3.4397,-2.6403,-1.5594,-1.4568,13.33,2.0261,1.4135,-2.6492,4.0627,2026-05-13
233MA乖离ATR,maDeviationAtr,极低,0-10%,5,15,-12.0767,-10.5937,-9.9448,1.9964,0.5004,60,3.6442,6.2339,-5.0868,11.3206,2026-03-28
233MA乖离ATR,maDeviationAtr,偏低,10-30%,5,30,-9.9173,-9.2612,-8.6734,0.9618,1.1182,63.33,2.8434,4.8638,-3.4149,8.2787,2026-03-19
233MA乖离ATR,maDeviationAtr,中性,30-70%,5,58,-8.659,-7.4141,-5.3559,-1.3059,-0.2785,46.55,4.3273,3.7673,-5.4896,9.2569,2026-01-12
233MA乖离ATR,maDeviationAtr,偏高,70-90%,5,26,-5.3554,-4.5599,-3.9681,-1.4481,-1.7501,30.77,2.6477,2.1481,-3.937,6.0851,2026-05-12
233MA乖离ATR,maDeviationAtr,极高,90-100%,5,15,-3.8275,-3.4397,-2.6403,-2.2409,-2.1394,20,2.5195,1.5492,-3.6865,5.2357,2026-05-13
233MA乖离ATR,maDeviationAtr,极低,0-10%,10,15,-12.0767,-10.5937,-9.9448,4.065,4.1863,80,4.8378,9.2592,-5.2673,14.5264,2026-03-28
233MA乖离ATR,maDeviationAtr,偏低,10-30%,10,30,-9.9173,-9.2612,-8.6734,2.4273,1.7365,63.33,4.8801,6.8638,-4.5719,11.4357,2026-03-19
233MA乖离ATR,maDeviationAtr,中性,30-70%,10,58,-8.659,-7.4141,-5.3559,-3.4738,-2.4088,39.66,6.9571,4.7256,-8.672,13.3976,2026-01-12
233MA乖离ATR,maDeviationAtr,偏高,70-90%,10,22,-5.3554,-4.6223,-3.9681,-1.145,-0.5583,45.45,3.6389,3.1294,-4.9418,8.0712,2026-05-12
233MA乖离ATR,maDeviationAtr,极高,90-100%,10,14,-3.8275,-3.4218,-2.6403,-4.1659,-4.5238,7.14,4.3894,1.6161,-5.8395,7.4556,2026-05-13
3/21日ATR比,atr3To21,极低,0-10%,1,15,0.6098,0.6617,0.7249,0.5191,0.8764,66.67,1.6112,1.7299,-1.2742,3.0041,2026-02-19
3/21日ATR比,atr3To21,偏低,10-30%,1,30,0.7305,0.8065,0.8302,-0.1538,-0.2359,43.33,1.535,1.4706,-1.6683,3.1388,2026-04-26
3/21日ATR比,atr3To21,中性,30-70%,1,58,0.833,0.9106,0.9997,0.2641,0.1578,55.17,1.6281,1.8643,-1.4425,3.3068,2026-05-23
3/21日ATR比,atr3To21,偏高,70-90%,1,30,1.0035,1.0627,1.1543,-0.2025,-0.3973,40,1.8039,1.5811,-2.0463,3.6273,2026-03-02
3/21日ATR比,atr3To21,极高,90-100%,1,15,1.1707,1.3947,1.8309,-1.8333,-1.9304,26.67,2.7653,1.5261,-4.4751,6.0012,2026-02-05
3/21日ATR比,atr3To21,极低,0-10%,3,15,0.6098,0.6617,0.7249,0.4846,0.0025,53.33,3.3175,3.3854,-2.7031,6.0885,2026-02-19
3/21日ATR比,atr3To21,偏低,10-30%,3,30,0.7305,0.8065,0.8302,1.0143,1.122,56.67,2.2368,3.1278,-2.4706,5.5984,2026-04-26
3/21日ATR比,atr3To21,中性,30-70%,3,57,0.833,0.9092,0.9997,-0.2039,0.1077,50.88,2.6279,3.1026,-2.8117,5.9143,2026-05-23
3/21日ATR比,atr3To21,偏高,70-90%,3,29,1.0035,1.0603,1.1543,-0.0517,-0.8143,34.48,2.3873,2.7354,-3.1793,5.9147,2026-03-02
3/21日ATR比,atr3To21,极高,90-100%,3,15,1.1707,1.3947,1.8309,-5.0238,-4.9007,20,5.9607,1.9057,-9.3375,11.2433,2026-02-05
3/21日ATR比,atr3To21,极低,0-10%,5,15,0.6098,0.6617,0.7249,0.5677,0.5061,53.33,2.7901,4.1736,-3.6179,7.7915,2026-02-19
3/21日ATR比,atr3To21,偏低,10-30%,5,30,0.7305,0.8065,0.8302,0.514,0.3379,53.33,2.9202,3.8031,-3.05,6.8531,2026-04-26
3/21日ATR比,atr3To21,中性,30-70%,5,55,0.833,0.9071,0.9997,0.2395,0.2029,50.91,3.538,4.2366,-3.4864,7.7229,2026-05-23
3/21日ATR比,atr3To21,偏高,70-90%,5,29,1.0035,1.0603,1.1543,-1.2271,-1.0817,41.38,2.6832,3.3681,-4.4066,7.7747,2026-03-02
3/21日ATR比,atr3To21,极高,90-100%,5,15,1.1707,1.3947,1.8309,-5.9817,-6.1599,13.33,6.381,1.9751,-12.6331,14.6082,2026-02-05
3/21日ATR比,atr3To21,极低,0-10%,10,15,0.6098,0.6617,0.7249,2.1567,2.2631,66.67,4.5135,5.812,-4.3066,10.1186,2026-02-19
3/21日ATR比,atr3To21,偏低,10-30%,10,28,0.7305,0.8069,0.8302,0.736,1.2868,57.14,4.5271,5.7622,-4.6408,10.4029,2026-04-26
3/21日ATR比,atr3To21,中性,30-70%,10,52,0.833,0.9056,0.9941,-0.53,0.1128,51.92,5.7267,5.9683,-5.4476,11.4159,2026-04-08
3/21日ATR比,atr3To21,偏高,70-90%,10,29,1.0035,1.0603,1.1543,-2.2506,-1.2632,37.93,5.3674,4.1003,-6.7884,10.8887,2026-03-02
3/21日ATR比,atr3To21,极高,90-100%,10,15,1.1707,1.3947,1.8309,-7.4219,-4.8951,6.67,7.7391,2.1716,-15.6623,17.8339,2026-02-05
3/8日ATR比,atr3To8,极低,0-10%,1,15,0.7112,0.7836,0.8145,-0.0684,-0.0965,46.67,1.6107,1.5968,-1.8089,3.4057,2026-05-02
3/8日ATR比,atr3To8,偏低,10-30%,1,30,0.8146,0.8838,0.9215,0.3602,0.5506,56.67,1.5787,1.9584,-1.4672,3.4257,2026-03-13
3/8日ATR比,atr3To8,中性,30-70%,1,58,0.9222,0.9704,1.0391,0.0537,0.0995,51.72,1.6591,1.6476,-1.551,3.1987,2026-03-18
3/8日ATR比,atr3To8,偏高,70-90%,1,30,1.0394,1.074,1.1305,-0.4435,-0.4141,36.67,1.9933,1.5677,-2.1562,3.7239,2026-03-02
3/8日ATR比,atr3To8,极高,90-100%,1,15,1.1419,1.2347,1.3734,-0.9784,-0.8852,40,2.1797,1.5479,-3.7031,5.251,2026-02-05
3/8日ATR比,atr3To8,极低,0-10%,3,15,0.7112,0.7836,0.8145,-0.5664,-1.635,40,2.942,2.6491,-3.4943,6.1434,2026-05-02
3/8日ATR比,atr3To8,偏低,10-30%,3,30,0.8146,0.8838,0.9215,1.7382,2.7546,70,2.6955,3.9821,-2.2772,6.2593,2026-03-13
3/8日ATR比,atr3To8,中性,30-70%,3,57,0.9222,0.9698,1.0391,-0.1817,-0.4165,47.37,2.5834,2.9126,-2.8274,5.74,2026-03-18
3/8日ATR比,atr3To8,偏高,70-90%,3,29,1.0394,1.0729,1.1305,-1.2557,-1.1873,31.03,2.9983,2.4677,-4.1628,6.6305,2026-03-02
3/8日ATR比,atr3To8,极高,90-100%,3,15,1.1419,1.2347,1.3734,-3.1775,-3.4546,26.67,4.4065,2.173,-6.9723,9.1452,2026-02-05
3/8日ATR比,atr3To8,极低,0-10%,5,15,0.7112,0.7836,0.8145,-0.2437,-1.1304,40,2.7991,3.3168,-4.4269,7.7437,2026-05-02
3/8日ATR比,atr3To8,偏低,10-30%,5,30,0.8146,0.8838,0.9215,0.7321,0.6764,60,2.9368,4.6532,-2.9538,7.607,2026-03-13
3/8日ATR比,atr3To8,中性,30-70%,5,55,0.9222,0.9669,1.0391,0.3623,0.3366,52.73,3.2505,4.0375,-3.3371,7.3746,2026-03-18
3/8日ATR比,atr3To8,偏高,70-90%,5,29,1.0394,1.0729,1.1305,-1.4556,-1.7826,37.93,3.3649,3.161,-5.4915,8.6525,2026-03-02
3/8日ATR比,atr3To8,极高,90-100%,5,15,1.1419,1.2347,1.3734,-5.6151,-3.8089,13.33,6.0754,2.2623,-10.4661,12.7284,2026-02-05
3/8日ATR比,atr3To8,极低,0-10%,10,15,0.7112,0.7836,0.8145,2.0893,0.666,60,4.6181,5.5581,-5.5248,11.0828,2026-05-02
3/8日ATR比,atr3To8,偏低,10-30%,10,28,0.8146,0.8851,0.9215,0.738,1.5866,57.14,4.8102,6.2991,-4.3885,10.6876,2026-03-13
3/8日ATR比,atr3To8,中性,30-70%,10,54,0.9222,0.9663,1.0391,-0.8257,-1.013,50,5.425,5.4223,-5.2923,10.7146,2026-03-18
3/8日ATR比,atr3To8,偏高,70-90%,10,27,1.0394,1.0751,1.1305,-1.6813,-0.2598,40.74,5.0176,4.3527,-7.1623,11.5149,2026-03-02
3/8日ATR比,atr3To8,极高,90-100%,10,15,1.1419,1.2347,1.3734,-7.548,-7.7108,13.33,8.7738,2.6855,-14.98,17.6655,2026-02-05
34日涨跌,d34,极低,0-10%,1,15,-30.3483,-27.5899,-24.9195,0.1481,-0.2123,46.67,1.9156,1.9772,-2.2217,4.1989,2026-02-25
34日涨跌,d34,偏低,10-30%,1,29,-24.6271,-14.7501,-3.7739,-0.4858,-0.8852,41.38,2.7177,2.1723,-3.1534,5.3257,2026-03-09
34日涨跌,d34,中性,30-70%,1,59,-3.6221,1.3242,4.9856,0.242,0.241,55.93,1.4859,1.6772,-1.4467,3.1238,2026-01-15
34日涨跌,d34,偏高,70-90%,1,30,4.9955,7.7567,12.1841,-0.6827,-0.9362,26.67,1.6306,1.2798,-1.8446,3.1245,2026-05-13
34日涨跌,d34,极高,90-100%,1,15,12.3236,17.9666,22.2099,0.1989,0.2348,73.33,1.074,1.2344,-1.0583,2.2927,2026-05-05
34日涨跌,d34,极低,0-10%,3,15,-30.3483,-27.5899,-24.9195,0.6935,1.3378,60,2.8236,3.7531,-3.8878,7.6409,2026-02-25
34日涨跌,d34,偏低,10-30%,3,27,-24.6271,-15.7598,-3.7739,-1.4683,-1.6944,44.44,4.4946,3.428,-6.2316,9.6596,2026-03-09
34日涨跌,d34,中性,30-70%,3,59,-3.6221,1.3242,4.9856,0.2268,0.3707,55.93,2.6439,3.1169,-2.6204,5.7373,2026-01-15
34日涨跌,d34,偏高,70-90%,3,30,4.9955,7.7567,12.1841,-1.2881,-1.2016,23.33,2.5674,2.0209,-3.3796,5.4005,2026-05-13
34日涨跌,d34,极高,90-100%,3,15,12.3236,17.9666,22.2099,0.2479,-0.201,40,1.9051,2.4002,-1.6421,4.0423,2026-05-05
34日涨跌,d34,极低,0-10%,5,15,-30.3483,-27.5899,-24.9195,1.2312,0.3676,60,2.879,5.1714,-4.6835,9.8549,2026-02-25
34日涨跌,d34,偏低,10-30%,5,26,-24.6271,-15.7703,-3.7739,-2.556,-1.6098,34.62,4.6633,4.0791,-8.3345,12.4137,2026-03-09
34日涨跌,d34,中性,30-70%,5,58,-3.6221,1.3489,4.9856,-0.149,0.0047,50,3.5476,3.9804,-3.6253,7.6057,2026-01-15
34日涨跌,d34,偏高,70-90%,5,30,4.9955,7.7567,12.1841,-1.075,-1.4182,40,3.164,2.5634,-4.173,6.7365,2026-05-13
34日涨跌,d34,极高,90-100%,5,15,12.3236,17.9666,22.2099,0.0448,-0.1347,46.67,2.1647,3.041,-2.1598,5.2009,2026-05-05
34日涨跌,d34,极低,0-10%,10,15,-30.3483,-27.5899,-24.9195,2.2187,0.8293,60,3.8777,7.4048,-5.4968,12.9016,2026-02-25
34日涨跌,d34,偏低,10-30%,10,26,-24.6271,-15.7703,-3.7739,-2.2182,-2.2518,38.46,6.3014,5.4042,-9.9071,15.3113,2026-03-09
34日涨跌,d34,中性,30-70%,10,53,-3.6221,1.376,4.9856,-1.6604,-0.6619,49.06,6.4366,5.5251,-6.7391,12.2642,2026-01-15
34日涨跌,d34,偏高,70-90%,10,30,4.9955,7.7567,12.1841,-0.8075,-0.6944,46.67,4.8842,3.8677,-5.3064,9.1741,2026-05-13
34日涨跌,d34,极高,90-100%,10,15,12.3236,17.9666,22.2099,-0.972,-2.3273,40,3.6213,3.3276,-3.5477,6.8754,2026-05-05
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,1,15,-0.5924,-0.4981,-0.3909,-0.6989,-0.1807,40,1.446,0.9287,-2.0489,2.9776,2026-02-07
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,1,29,-0.3893,-0.2862,-0.2003,0.1876,0.4335,58.62,1.8285,1.8618,-1.6757,3.5375,2026-04-20
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,1,59,-0.1986,-0.0194,0.1448,0.0194,-0.2123,47.46,1.7213,1.7291,-1.7266,3.4556,2026-01-29
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,1,30,0.1492,0.2555,0.3498,0.0329,0.1053,53.33,2.0751,1.9665,-1.9051,3.8716,2026-05-10
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,1,15,0.3537,0.4385,0.655,-0.8116,-0.9534,26.67,1.4478,1.3056,-2.8661,4.1717,2026-01-28
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,3,15,-0.5924,-0.4981,-0.3909,0.0784,1.1771,53.33,4.2866,3.1714,-4.2987,7.4701,2026-02-07
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,3,29,-0.3893,-0.2862,-0.2003,0.0827,-0.0192,48.28,2.301,3.1609,-2.8194,5.9803,2026-04-20
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,3,58,-0.1986,-0.0158,0.1448,-0.6177,-0.8059,43.1,2.7257,2.6279,-3.4236,6.0515,2026-01-29
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,3,29,0.1492,0.2511,0.3498,-0.4561,-0.201,44.83,3.178,3.322,-3.4346,6.7566,2026-05-10
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,3,15,0.3537,0.4385,0.655,-0.3537,-0.4453,46.67,2.9344,2.7591,-4.185,6.9441,2026-01-28
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,5,15,-0.5924,-0.4981,-0.3909,0.1614,0.9407,60,3.8462,3.8458,-4.7571,8.6029,2026-02-07
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,5,29,-0.3893,-0.2862,-0.2003,-0.0474,-0.2852,37.93,2.7845,4.0229,-3.7515,7.7744,2026-04-20
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,5,56,-0.1986,-0.0158,0.1448,-0.7126,-0.1535,48.21,3.5609,3.5888,-4.5705,8.1594,2026-01-29
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,5,29,0.1492,0.2511,0.3498,-0.9335,-0.5064,44.83,3.8827,3.9665,-4.8747,8.8412,2026-05-10
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,5,15,0.3537,0.4385,0.655,-1.4851,-3.0571,40,3.1419,3.1103,-5.1561,8.2664,2026-01-28
3日剩余动能ATR,remainingMomentumAtr3,极低,0-10%,10,15,-0.5924,-0.4981,-0.3909,0.4964,0.1129,53.33,5.8114,5.4258,-5.472,10.8978,2026-02-07
3日剩余动能ATR,remainingMomentumAtr3,偏低,10-30%,10,29,-0.3893,-0.2862,-0.2003,-1.0782,-1.0256,41.38,4.3562,5.0862,-5.7836,10.8698,2026-04-20
3日剩余动能ATR,remainingMomentumAtr3,中性,30-70%,10,52,-0.1986,-0.0114,0.1448,-1.3054,-0.1689,48.08,5.481,4.9248,-6.6464,11.5713,2026-01-29
3日剩余动能ATR,remainingMomentumAtr3,偏高,70-90%,10,29,0.1492,0.2511,0.3498,-1.864,-2.3691,44.83,6.5037,5.3827,-7.3033,12.686,2026-05-10
3日剩余动能ATR,remainingMomentumAtr3,极高,90-100%,10,14,0.3537,0.4471,0.655,-0.3884,0.6941,50,5.4904,4.9486,-7.3145,12.263,2026-01-28
3日ATR百分位,atr3Percentile,极低,0-10%,1,15,2.3364,6.7143,10.6571,0.0796,0.038,53.33,1.3477,1.5031,-1.2371,2.7402,2026-05-19
3日ATR百分位,atr3Percentile,偏低,10-30%,1,29,12.0133,17.9644,23.4874,0.0808,0.2135,51.72,1.4258,1.3748,-1.2411,2.6158,2026-05-22
3日ATR百分位,atr3Percentile,中性,30-70%,1,59,23.9336,46.0227,70.8406,0.0677,0.1495,52.54,1.6462,1.6514,-1.7213,3.3726,2026-04-16
3日ATR百分位,atr3Percentile,偏高,70-90%,1,30,70.8514,78.9602,89.784,-0.7303,-0.936,30,2.015,1.6835,-2.3836,4.0671,2026-03-04
3日ATR百分位,atr3Percentile,极高,90-100%,1,15,90.1262,93.8369,99.9539,-0.047,0.7825,53.33,2.74,2.5445,-3.5821,6.1266,2026-02-05
3日ATR百分位,atr3Percentile,极低,0-10%,3,15,2.3364,6.7143,10.6571,0.6367,-0.201,46.67,2.8391,3.0668,-2.292,5.3587,2026-05-19
3日ATR百分位,atr3Percentile,偏低,10-30%,3,29,12.0133,17.9644,23.4874,-0.5686,-0.7423,41.38,2.4299,2.2782,-2.6202,4.8984,2026-05-22
3日ATR百分位,atr3Percentile,中性,30-70%,3,57,23.9336,46.6928,70.8406,-0.0797,-0.4287,45.61,2.6299,2.919,-2.9782,5.8972,2026-04-16
3日ATR百分位,atr3Percentile,偏高,70-90%,3,30,70.8514,78.9602,89.784,-0.4438,-0.0569,50,3.234,3.141,-4.4137,7.5546,2026-03-04
3日ATR百分位,atr3Percentile,极高,90-100%,3,15,90.1262,93.8369,99.9539,-1.7327,-0.8562,46.67,4.3543,3.7797,-6.3105,10.0902,2026-02-05
3日ATR百分位,atr3Percentile,极低,0-10%,5,15,2.3364,6.7143,10.6571,-0.2205,0.2158,53.33,2.2132,3.2048,-2.8523,6.0571,2026-05-19
3日ATR百分位,atr3Percentile,偏低,10-30%,5,27,12.0133,17.1782,23.4874,-0.7882,-0.3097,40.74,3.5868,3.1613,-3.5865,6.7478,2026-05-22
3日ATR百分位,atr3Percentile,中性,30-70%,5,57,23.9336,46.6928,70.8406,-0.1985,-1.0817,43.86,3.4242,3.79,-3.9383,7.7283,2026-04-16
3日ATR百分位,atr3Percentile,偏高,70-90%,5,30,70.8514,78.9602,89.784,-0.2416,0.5796,60,3.9186,4.2685,-5.2902,9.5588,2026-03-04
3日ATR百分位,atr3Percentile,极高,90-100%,5,15,90.1262,93.8369,99.9539,-3.0036,-1.7826,26.67,3.6533,3.9667,-8.7997,12.7664,2026-02-05
3日ATR百分位,atr3Percentile,极低,0-10%,10,13,2.3364,6.7143,10.6571,-1.2441,-2.914,38.46,3.8918,4.002,-4.3129,8.3148,2026-05-19
3日ATR百分位,atr3Percentile,偏低,10-30%,10,25,12.0133,16.0836,23.4375,-2.463,-2.3273,48,6.1123,4.5606,-6.2186,10.7791,2026-01-08
3日ATR百分位,atr3Percentile,中性,30-70%,10,56,23.9336,47.1867,70.8406,-0.0373,0.1128,51.79,5.7904,5.3031,-5.8774,11.1805,2026-04-16
3日ATR百分位,atr3Percentile,偏高,70-90%,10,30,70.8514,78.9602,89.784,-0.8767,-0.2261,46.67,5.4307,6.2614,-7.6522,13.9136,2026-03-04
3日ATR百分位,atr3Percentile,极高,90-100%,10,15,90.1262,93.8369,99.9539,-3.004,-2.5642,33.33,4.8936,3.9667,-9.2924,13.2591,2026-02-05
