indicator,indicatorKey,horizon,lowOccurrences,highOccurrences,lowValueMedian,highValueMedian,lowAvgReturnPct,highAvgReturnPct,highMinusLowReturnPct,lowAvgAbsReturnPct,highAvgAbsReturnPct,highMinusLowAbsReturnPct,lowAvgExcursionPct,highAvgExcursionPct,highMinusLowExcursionPct
中值乖离ATR,middleDeviationAtr,5,14,15,-2.2811,1.8479,-5.2831,-1.0257,4.2574,6.2258,2.1639,-4.0619,14.3084,5.7306,-8.5778
中值乖离ATR,middleDeviationAtr,10,14,15,-2.2811,1.8479,-6.8391,-0.2928,6.5463,7.7457,3.1445,-4.6012,18.5828,7.5924,-10.9904
中值位置百分位,middlePositionPct,1,15,15,10.4068,67.8927,-1.0695,-0.1377,0.9318,2.2351,1.3189,-0.9162,5.4687,2.7738,-2.6949
中值位置百分位,middlePositionPct,3,14,15,10.2149,67.8927,-3.6344,-0.2149,3.4195,5.5235,1.9711,-3.5524,11.4552,4.7201,-6.7351
中值位置百分位,middlePositionPct,5,14,15,10.2149,67.8927,-7.0216,-0.0801,6.9415,7.6828,1.808,-5.8748,15.6272,5.7651,-9.8621
中值位置百分位,middlePositionPct,10,14,15,10.2149,67.8927,-10.9546,0.3866,11.3412,11.7427,2.684,-9.0587,22.2061,7.3298,-14.8763
ATR百分位,atrPercentile,1,15,15,10.9442,98.0019,-0.3859,-0.2479,0.138,1.5716,1.6755,0.1039,2.7733,4.9929,2.2196
ATR百分位,atrPercentile,3,15,15,10.9442,98.0019,-1.7097,-0.714,0.9957,2.1909,2.9134,0.7225,4.9602,7.464,2.5038
ATR百分位,atrPercentile,5,14,15,10.6261,98.0019,-2.7729,-1.3644,1.4085,3.1913,2.2892,-0.9021,6.2318,8.7123,2.4805
ATR百分位,atrPercentile,10,11,15,10.9442,98.0019,-5.7396,-2.3366,3.403,5.7396,3.1828,-2.5568,9.0335,10.8532,1.8197
ATR率,atrPct,1,15,15,2.5143,5.6354,-0.256,-0.2479,0.0081,1.667,1.6755,0.0085,2.8148,4.9929,2.1781
ATR率,atrPct,3,15,15,2.5143,5.6354,-0.8318,-0.714,0.1178,2.7344,2.9134,0.179,5.4011,7.464,2.0629
ATR率,atrPct,5,14,15,2.5116,5.6354,-1.9477,-1.3644,0.5833,3.5274,2.2892,-1.2382,6.5079,8.7123,2.2044
ATR率,atrPct,10,12,15,2.5255,5.6354,-5.1788,-2.3366,2.8422,5.1788,3.1828,-1.996,9.5721,10.8532,1.2811
MA位置百分位,maPositionPct,1,15,15,0,35.0095,-0.8856,-0.3911,0.4945,2.618,1.3379,-1.2801,5.534,2.4689,-3.0651
MA位置百分位,maPositionPct,3,15,15,0,35.0095,-1.4522,-1.4674,-0.0152,3.6093,1.934,-1.6753,9.6071,4.201,-5.4061
MA位置百分位,maPositionPct,5,15,15,0,35.0095,-5.4256,-1.8805,3.5451,6.4406,2.1592,-4.2814,13.5234,5.032,-8.4914
MA位置百分位,maPositionPct,10,15,14,0,35.0821,-7.13,-3.553,3.577,10.8162,3.7765,-7.0397,21.2034,7.035,-14.1684
