instrument,bar,dataStatus,historyQuality,periodWeight,effectiveRows,sampleWeight,truncationFactor,aggregationFactor,aggregationDropRatio,truncated,truncationReason,requiredWarmupBars,source,firstDate,lastDate,cleanRows,date,close,gate,topWeatherRoute,topWeatherScore,weatherSummary,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,deviationWeather,deviationRiskNote,score_breakout,score_trendFollowing,score_meanReversion,score_wait,score_grid
SHIB-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0,黄偏红,防守等待,74.12,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.1275,8.49,0.5621,18.35,-0.4379,余动能不足,59.4,40.6,34.48,1.6959,2.0355,2.1159,2.1931,0.7733,0.9281,中值贴近中轴,0.6133,0.2853,49.57,12.72,233MA下侧极端,-8.3879,-4.2857,39.19,53.12,趋势不明,-0.3635,down,3,缩量,0.5068,短期贴近中轴 + 大周期弱势深水区,贴近中轴时继续拉伸概率通常更高；历史上继续远离 233MA 的概率不低,8,,0,74.12,74
BONK-USDT,8H,ok,full_weight,1,2388,1,1,1,0,false,,233,OKX,2024-01-08 08:00,2026-05-30 16:00,2621,2026-05-30 16:00,0,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.3475,4.85,0.5981,20.76,-0.4019,余动能不足,53.54,46.46,36.9,2.531,3.1731,3.3257,3.4726,0.7288,0.9138,中值下侧偏离,-5.2008,-1.6231,32.77,51.25,233MA下侧极端,-11.6053,-3.8842,54.07,53.39,强趋势下行,-6.8907,down,4,缩量,0.3662,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,34.5,76.28,56
FLOKI-USDT,8H,ok,full_weight,1,3551,1,1,1,0,false,,233,OKX,2022-12-16 08:00,2026-05-30 16:00,3784,2026-05-30 16:00,0,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.8837,4.92,0.6787,30.83,-0.3213,余动能不足,60.02,39.98,34.47,2.1815,2.6523,2.8516,3.0686,0.7109,0.8643,中值贴近中轴,-0.7722,-0.2715,48.69,11.15,233MA下侧极端,-7.6168,-2.8764,60.54,54.59,弱趋势下行,-2.0498,down,3,缩量,0.735,短期贴近中轴 + 大周期弱势深水区,贴近中轴时继续拉伸概率通常更高；历史上继续远离 233MA 的概率不低,8,,0,76.28,56
WIF-USDT,8H,ok,full_weight,1,2094,1,1,1,0,false,,233,OKX,2024-04-15 08:00,2026-05-30 16:00,2327,2026-05-30 16:00,0.19,绿,网格震荡天气,84,波动压缩 / 余动能不足 / 短期上侧偏离 / 大周期中轴附近,震荡/网格天气较友好，仍需控制突破风险,波动压缩,3.7761,7.76,0.5543,14.93,-0.4457,余动能不足,56.22,43.78,36.39,3.009,3.6838,3.7679,3.8266,0.7863,0.9627,中值上侧偏离,2.0397,0.5266,57.75,54.53,233MA贴近中轴,-1.0493,-0.2794,74.17,90.83,趋势不明,0.9097,mixed,2,缩量,0.4702,短期上侧偏离 + 大周期中轴附近,优势不够大，不能单独触发策略；中轴附近容易出现反复,26,,52.31,42.92,84
ORDI-USDT,8H,ok,full_weight,1,3085,1,1,1,0,false,,233,OKX,2023-05-20 16:00,2026-05-30 16:00,3318,2026-05-30 16:00,3.43,黄偏绿,趋势策略天气,70,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期偏弱,趋势天气较友好，等方向和量能确认,低波动启动,5.7486,54.33,1.0992,72.12,0.0992,接近正常动能,43.29,56.71,36.05,4.8608,5.5453,5.7226,5.9801,0.8128,0.9273,中值下侧偏离,-8.7188,-1.6926,26.91,54.38,233MA下侧偏离,-7.3115,-1.3979,59.21,69.25,强趋势下行,-10.2956,down,4,量能正常,0.8307,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,16,,45.77,46.6,42
SATS-USDT,8H,ok,full_weight,1,2450,1,1,1,0,false,,233,OKX,2023-12-18 08:00,2026-05-30 16:00,2683,2026-05-30 16:00,0,黄偏绿,趋势策略天气,70,常态波动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,常态波动,4.2777,19.94,0.8217,49.23,-0.1783,接近正常动能,63.02,36.98,32.41,3.4232,4.1121,4.259,4.4102,0.7762,0.9324,中值下侧偏离,-5.1325,-1.2736,51.5,57.4,233MA下侧极端,-11.5908,-3.0864,68.43,52.38,强趋势下行,-6.6834,down,3,缩量,0.6842,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,0,,54,46.6,56
NOT-USDT,8H,ok,full_weight,1,1999,1,1,1,0,false,,233,OKX,2024-05-16 16:00,2026-05-30 16:00,2232,2026-05-30 16:00,0,黄偏绿,网格震荡天气,66,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏强,震荡/网格天气较友好，仍需控制突破风险,波动压缩,4.2765,26.43,0.6924,31.97,-0.3076,余动能不足,59.55,40.45,34.57,2.9756,3.7751,4.2016,4.7705,0.6238,0.7914,中值下侧偏离,-5.9744,-1.4932,46.5,54.48,233MA上侧偏离,3.784,0.8568,83.45,66.06,强趋势下行,-3.2534,down,3,缩量,0.6332,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,8,,60.13,55.08,66
ENA-USDT,8H,ok,full_weight,1,534,1,1,0.9974,0.0026,false,,233,OKX,2025-09-17 08:00,2026-05-30 16:00,767,2026-05-30 16:00,0.09,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,4.2722,36.01,0.3625,1.79,-0.6375,余动能不足,56.21,43.79,37.39,2.8899,3.8977,4.2257,4.527,0.6384,0.861,中值下侧偏离,-6.2338,-1.5544,34.05,46.24,233MA下侧极端,-14.2207,-3.8761,66.77,51.65,强趋势下行,-9.0179,down,4,缩量,0.4615,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,16.46,76.28,56
W-USDT,8H,ok,full_weight,1,2129,1,1,1,0,false,,233,OKX,2024-04-03 16:00,2026-05-30 16:00,2362,2026-05-30 16:00,0.01,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.9542,12.49,0.5376,13.3,-0.4624,余动能不足,53.65,46.35,33.92,2.7462,3.6548,3.918,4.1457,0.6624,0.8816,中值下侧偏离,-2.5898,-0.6666,45.04,55.69,233MA下侧极端,-15.8998,-4.7405,63.86,57.77,强趋势下行,-3.199,down,3,缩量,0.6984,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,50.48,76.28,56
STRK-USDT,8H,ok,full_weight,1,2258,1,1,1,0,false,,233,OKX,2024-02-20 16:00,2026-05-30 16:00,2491,2026-05-30 16:00,0.04,黄偏红,防守等待,63.8,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,谨慎观察，不把单一短期偏离当入场理由,高波动冷却,4.8113,49.37,0.437,5.02,-0.563,余动能不足,82.17,17.83,35.41,3.5329,4.5156,4.7751,5.0135,0.7047,0.9007,中值下侧偏离,-3.4751,-0.7413,40.96,51.24,233MA下侧偏离,-4.3783,-0.9428,70.45,57.82,强趋势下行,-5.66,down,3,缩量,0.3442,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,0,,34.46,63.8,50
ZK-USDT,8H,ok,full_weight,1,1901,1,1,1,0,false,,233,OKX,2024-06-18 08:00,2026-05-30 16:00,2134,2026-05-30 16:00,0.01,黄偏绿,网格震荡天气,74,常态波动 / 接近正常动能 / 短期贴近中轴 / 大周期弱势深水区,震荡/网格天气较友好，仍需控制突破风险,常态波动,4.5013,32.56,0.8147,45.52,-0.1853,接近正常动能,58.66,41.34,35.46,4.7283,4.6889,4.5213,4.44,1.0649,1.056,中值贴近中轴,1.2302,0.2742,54.14,10.71,233MA下侧极端,-13.5763,-3.544,54.53,54.28,趋势不明,-0.2755,down,3,缩量,0.5459,短期贴近中轴 + 大周期弱势深水区,贴近中轴时继续拉伸概率通常更高；历史上继续远离 233MA 的概率不低,16,,0,36.12,74
ZRO-USDT,8H,ok,full_weight,1,1895,1,1,1,0,false,,233,OKX,2024-06-20 16:00,2026-05-30 16:00,2128,2026-05-30 16:00,1.15,绿,趋势策略天气,78,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,低波动启动,4.1272,21.21,1.0935,69.81,0.0935,接近正常动能,43.24,56.76,36.58,3.7659,4.0885,4.1239,4.171,0.9029,0.9802,中值下侧偏离,-6.2806,-1.651,29.53,53.32,233MA下侧极端,-31.7102,-11.4401,20.19,59.72,强趋势下行,-8.5617,down,3,放量,1.6289,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,46,,33.95,35.64,40
GALA-USDT,8H,ok,full_weight,1,3765,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3998,2026-05-30 16:00,0,黄,防守等待,75.08,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,等待更清楚的波动或位置共振,波动压缩,3.4077,16.5,0.499,9.85,-0.501,余动能不足,58.46,41.54,35.38,2.3999,3.1731,3.3786,3.5765,0.671,0.8872,中值下侧偏离,-2.017,-0.6025,38.66,53.22,233MA下侧偏离,-4.9211,-1.515,66.03,65.31,强趋势下行,-3.3176,down,3,缩量,0.659,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,8,,41.59,75.08,66
SAND-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.07,黄偏红,防守等待,74.12,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.7833,14.41,0.503,10.15,-0.497,余动能不足,53.82,46.18,36.13,2.232,2.6775,2.7702,2.862,0.7799,0.9355,中值贴近中轴,-0.4015,-0.1437,49.69,9.36,233MA下侧极端,-9.6407,-3.8032,57.03,51.63,趋势不明,-0.4753,down,3,缩量,0.2336,短期贴近中轴 + 大周期弱势深水区,贴近中轴时继续拉伸概率通常更高；历史上继续远离 233MA 的概率不低,8,,0,74.12,74
MANA-USDT,8H,ok,full_weight,1,3766,1,1,1,0,false,,233,OKX,2022-10-06 00:00,2026-05-30 16:00,3999,2026-05-30 16:00,0.08,黄偏红,防守等待,75.08,波动压缩 / 余动能不足 / 短期贴近中轴 / 大周期偏弱,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.511,9.19,0.5706,16.5,-0.4294,余动能不足,51.75,48.25,36.01,2.1539,2.4129,2.4964,2.5993,0.8287,0.9283,中值贴近中轴,-0.3474,-0.138,51.59,10.22,233MA下侧偏离,-5.6847,-2.3855,62.38,64.3,弱趋势下行,-1.2519,down,3,缩量,0.5436,短期贴近中轴 + 大周期偏弱,贴近中轴时继续拉伸概率通常更高；未到极端，但大天气仍偏弱,8,,0,75.08,66
BTC-USDT,1D,insufficient_history,insufficient,0,0,0,1,1,0,false,,233,OKX,2026-05-01,2026-05-29,29,2026-05-29,73929.4,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,2.6209,8.11,0.5945,20.37,-0.4055,余动能不足,59.54,40.46,38.14,2.371,2.5545,2.6085,2.7239,0.8704,0.9378,中值下侧偏离,-4.5959,-1.8411,35.3388,53.68,233MA下侧极端,-11.901,-5.1629,48.7071,53.53,强趋势下行,-5.3748,down,4,量能正常,1.2565,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,20,,43.25,76.28,56
ETH-USDT,1D,ok,full_weight,1,2920,1,1,1,0,false,,233,OKX,2017-10-11,2026-05-29,3153,2026-05-29,2026.9,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.5482,8.07,0.5847,18.93,-0.4153,余动能不足,57.48,42.52,36.7,3.1879,3.4441,3.5275,3.7243,0.856,0.9248,中值下侧偏离,-6.8242,-2.0594,25.666,52.69,233MA下侧极端,-24.7282,-9.2375,46.5334,53.89,强趋势下行,-8.2552,down,4,缩量,0.3859,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,39.68,76.28,56
SOL-USDT,1D,ok,full_weight,1,1836,1,1,1,0,false,,233,OKX,2020-09-29,2026-05-29,2069,2026-05-29,82.7,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.7826,0.95,0.5154,11.02,-0.4846,余动能不足,59.94,40.06,32.51,3.2413,3.6461,3.763,3.9459,0.8214,0.924,中值下侧偏离,-7.287,-2.0806,32.2352,53.01,233MA下侧极端,-28.7858,-10.7003,41.4273,53.28,强趋势下行,-5.9596,down,4,缩量,0.5195,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,40.84,76.28,56
BNB-USDT,1D,ok,full_weight,1,1024,1,1,1,0,false,,233,OKX,2022-12-20,2026-05-29,1257,2026-05-29,694.6,绿,突破策略天气,84,低波动启动 / 动能已超ATR / 短期上侧偏离 / 大周期弱势深水区,不把短期下偏当买点，等待更强共振,低波动启动,3.1725,28.34,2.793,98.51,1.793,动能已超ATR,41.85,58.15,43.98,4.821,3.5374,3.2102,3.0359,1.588,1.1652,中值上侧偏离,4.98,1.6231,72.9472,58.68,233MA下侧极端,-11.6687,-4.52,38.0548,51.98,强趋势上行,6.7485,up,4,放量,1.9467,短期上侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,84,,46,34.92,40
XRP-USDT,1D,ok,full_weight,1,2829,1,1,1,0,false,,233,OKX,2018-01-10,2026-05-29,3062,2026-05-29,1.34,黄,趋势策略天气,62.14,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,低波动启动,3.5198,2.02,1.1875,76.5,0.1875,接近正常动能,45.7,54.3,36.19,3.6915,3.5091,3.5152,3.599,1.0257,0.975,中值下侧偏离,-4.7197,-1.428,25.2986,57.95,233MA下侧极端,-24.0854,-9.1466,29.4078,52.24,强趋势下行,-3.6896,down,4,量能正常,0.844,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,34,,46,37.54,48
DOGE-USDT,1D,ok,full_weight,1,2279,1,1,1,0,false,,233,OKX,2019-07-14,2026-05-29,2512,2026-05-29,0.1,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,4.5125,10.59,0.5737,22.97,-0.4263,余动能不足,63.01,36.99,30.95,3.7442,4.314,4.4944,4.6027,0.8135,0.9373,中值下侧偏离,-5.7916,-1.3747,30.0696,58.13,233MA下侧极端,-19.1438,-5.2943,37.1711,57.71,强趋势下行,-5.2158,down,3,缩量,0.4731,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,54,76.28,56
ADA-USDT,1D,ok,full_weight,1,2636,1,1,1,0,false,,233,OKX,2018-07-22,2026-05-29,2869,2026-05-29,0.24,黄,网格震荡天气,64,波动压缩 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,震荡/网格天气较友好，仍需控制突破风险,波动压缩,4.2384,4.22,0.8605,51.42,-0.1395,接近正常动能,60.39,39.61,35.83,3.906,4.0615,4.2103,4.4556,0.8766,0.9116,中值下侧偏离,-8.4398,-2.1813,22.5326,54.78,233MA下侧极端,-34.5938,-12.5159,20.4576,57.08,强趋势下行,-7.6677,down,4,量能正常,0.8997,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,20,,47.21,59.32,64
LINK-USDT,1D,ok,full_weight,1,2829,1,1,1,0,false,,233,OKX,2018-01-10,2026-05-29,3062,2026-05-29,9.2,黄,网格震荡天气,56,波动压缩 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,震荡/网格天气较友好，仍需控制突破风险,波动压缩,4.8038,5.26,0.8836,52.49,-0.1164,接近正常动能,60.13,39.87,39.98,4.5495,4.797,4.8095,4.7787,0.952,1.0038,中值下侧偏离,-6.2681,-1.4126,30.2245,55.68,233MA下侧极端,-21.086,-5.6444,43.1274,47.56,强趋势下行,-6.5561,down,4,缩量,0.5611,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,38,,42.45,50.28,56
AVAX-USDT,1D,ok,full_weight,1,1844,1,1,1,0,false,,233,OKX,2020-09-21,2026-05-29,2077,2026-05-29,8.96,黄偏红,防守等待,66.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,4.4708,4.38,0.689,31.27,-0.311,余动能不足,66.25,33.75,31.23,4.1465,4.3919,4.4579,4.5888,0.9036,0.9571,中值下侧偏离,-6.3679,-1.5271,23.8246,51.16,233MA下侧极端,-26.3377,-8.0286,56.1569,57.32,强趋势下行,-5.4982,down,4,缩量,0.4537,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,26,,26.18,66.28,56
TON-USDT,1D,ok,full_weight,1,1259,1,1,1,0,false,,233,OKX,2022-04-28,2026-05-29,1492,2026-05-29,1.79,黄偏绿,趋势策略天气,70,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏强,趋势天气较友好，等方向和量能确认,高波动冷却,10.0802,94.15,0.4494,7.74,-0.5506,余动能不足,75,25,32.82,7.8633,9.8573,10.1154,9.5329,0.8249,1.034,中值下侧偏离,-16.717,-1.9946,23.8037,55.37,233MA上侧偏离,9.392,0.8532,67.1373,63.31,强趋势下行,-6.2138,down,3,缩量,0.2238,短期下侧偏离 + 大周期偏强,优势不够大，不能单独触发策略；不是天然做空区域,4,,55.33,32.6,50
TRX-USDT,1D,ok,full_weight,1,2829,1,1,1,0,false,,233,OKX,2018-01-10,2026-05-29,3062,2026-05-29,0.35,黄,网格震荡天气,64,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期强势高位,震荡/网格天气较友好，仍需控制突破风险,低波动启动,2.1238,10.38,0.8771,54.26,-0.1229,接近正常动能,49.26,50.74,37.06,3.1267,2.4921,2.1661,1.9311,1.6191,1.2905,中值下侧偏离,-3.006,-1.4584,32.0729,57.87,233MA上侧极端,14.4497,5.9412,69.3776,47.4,弱趋势下行,-1.5855,down,3,量能正常,1.0482,短期下侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,62,,60,17.32,64
DOT-USDT,1D,ok,full_weight,1,1875,1,1,1,0,false,,233,OKX,2020-08-21,2026-05-29,2108,2026-05-29,1.2,黄偏红,防守等待,66.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,5.6485,28.19,0.725,34.87,-0.275,余动能不足,60.68,39.32,28.97,5.1839,5.6673,5.6557,5.6527,0.9171,1.0026,中值下侧偏离,-8.6042,-1.6312,24.4888,53.05,233MA下侧极端,-35.5212,-9.5452,39.4411,57.1,强趋势下行,-8.2677,down,4,缩量,0.6284,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,26,,32.98,66.28,56
BCH-USDT,1D,ok,full_weight,1,2517,1,1,1,0,false,,233,OKX,2018-11-18,2026-05-29,2750,2026-05-29,306.3,黄偏绿,均值回归天气,84,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,波动压缩,5.9245,38.86,0.6011,22.05,-0.3989,余动能不足,58.99,41.01,31.53,6.1874,6.2685,5.974,5.716,1.0825,1.0967,中值下侧极端,-19.2779,-4.0337,3.9435,84.16,233MA下侧极端,-39.4585,-11.0084,41.5756,54.38,强趋势下行,-25.712,down,4,缩量,0.4625,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,54,,84,50.92,36
LTC-USDT,1D,ok,full_weight,1,2829,1,1,1,0,false,,233,OKX,2018-01-10,2026-05-29,3062,2026-05-29,52.4,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,3.1305,0.9,0.7585,39.9,-0.2415,余动能不足,61.39,38.61,32.47,2.7386,3.0225,3.1197,3.2055,0.8543,0.9429,中值下侧偏离,-5.526,-1.8749,26.5658,57.71,233MA下侧极端,-24.6823,-10.5045,33.281,50.81,强趋势下行,-5.8851,down,4,缩量,0.599,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,54,76.28,56
UNI-USDT,1D,ok,full_weight,1,1849,1,1,1,0,false,,233,OKX,2020-09-16,2026-05-29,2082,2026-05-29,3.05,黄,均值回归天气,84,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,波动压缩,6.3425,23.56,0.5003,10.61,-0.4997,余动能不足,61.47,38.53,32.04,5.1352,6.1421,6.3339,6.371,0.806,0.9641,中值下侧极端,-14.358,-2.6355,18.6756,85.61,233MA下侧极端,-34.9009,-8.4279,35.677,51.98,强趋势下行,-14.0656,down,4,缩量,0.4343,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,26,,84,62.92,36
AAVE-USDT,1D,ok,full_weight,1,1814,1,1,1,0,false,,233,OKX,2020-10-21,2026-05-29,2047,2026-05-29,83.04,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,5.4992,10.45,0.5218,11.43,-0.4782,余动能不足,61.77,38.23,34.5,5.0278,5.2052,5.4415,5.9294,0.8479,0.8779,中值下侧偏离,-8.4858,-1.6882,32.7772,54.56,233MA下侧极端,-42.3414,-13.3699,13.5792,53.82,强趋势下行,-9.0002,down,4,缩量,0.3722,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,8,,46.42,76.28,56
NEAR-USDT,1D,ok,full_weight,1,1772,1,1,1,0,false,,233,OKX,2020-12-02,2026-05-29,2005,2026-05-29,2.34,绿,趋势策略天气,88,低波动启动 / 动能已超ATR / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,低波动启动,8.89,51.98,1.6926,90.74,0.6926,动能已超ATR,45.07,54.93,47.06,14.0177,11.2174,9.1947,7.3472,1.9079,1.5268,中值上侧偏离,5.3318,0.5223,56.9326,52.17,233MA上侧极端,43.3727,3.1215,87.0987,45.16,强趋势上行,38.2889,up,4,放量,1.6188,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,84,,43.81,14.44,24
OP-USDT,1D,ok,full_weight,1,1226,1,1,1,0,false,,233,OKX,2022-06-01,2026-05-29,1459,2026-05-29,0.12,黄偏红,防守等待,66.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,7.2457,26.24,0.6315,27.28,-0.3685,余动能不足,56.02,43.98,33.7,6.918,7.2194,7.2487,7.2429,0.9551,0.9968,中值下侧偏离,-13.3881,-2.1529,20.5265,56.13,233MA下侧极端,-49.4044,-13.5996,52.4521,55.85,强趋势下行,-12.2236,down,4,缩量,0.6214,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,26,,44.07,66.28,56
ARB-USDT,1D,ok,full_weight,1,932,1,1,1,0,false,,233,OKX,2023-03-22,2026-05-29,1165,2026-05-29,0.1,黄,均值回归天气,92,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,波动压缩,6.696,31.9,0.6496,28.08,-0.3504,余动能不足,54.74,45.26,27.73,5.8632,6.3969,6.6634,6.8341,0.8579,0.936,中值下侧极端,-14.9204,-2.6106,21.2514,88.24,233MA下侧极端,-38.8163,-9.4441,55.5295,64.01,强趋势下行,-14.011,down,4,量能正常,1.0124,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,8,,92,71.96,44
SUI-USDT,1D,ok,full_weight,1,889,1,1,1,0,false,,233,OKX,2023-05-03,2026-05-29,1122,2026-05-29,0.91,黄,均值回归天气,84,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,波动压缩,7.5,30.34,0.5483,13.03,-0.4517,余动能不足,54.08,45.92,35.54,6.2296,7.3645,7.5147,7.3217,0.8508,1.0059,中值下侧极端,-21.112,-3.5123,6.5917,86.54,233MA下侧极端,-34.6403,-6.9557,48.3723,56.32,强趋势下行,-13.8813,down,4,缩量,0.4456,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,26,,84,62.92,36
APT-USDT,1D,ok,full_weight,1,1086,1,1,1,0,false,,233,OKX,2022-10-19,2026-05-29,1319,2026-05-29,0.94,黄偏绿,趋势策略天气,70,常态波动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,常态波动,6.6064,26.76,0.8555,51.57,-0.1445,接近正常动能,60,40,36.65,6.8545,6.6832,6.6183,6.5594,1.045,1.0189,中值下侧偏离,-11.5772,-1.9758,24.4773,56.26,233MA下侧极端,-42.332,-11.0772,51.1729,59.08,强趋势下行,-5.3338,down,4,量能正常,0.7778,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,16,,44.54,36.6,64
